type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
white,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,-27709.1390130947,261339.784708238,6
white,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,-10001.3391992373,197900.246815617,6
white,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,12570.5205530779,200619.539741154,6
white,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,-29937.3068485126,258858.81163831,6
white,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,7961.15175388252,197793.132420469,5
white,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,-28130.0352784783,202051.24832345,7
white,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,-30440.5012767096,236143.783305974,8
white,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,3875.98405081369,186722.071608795,7
white,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,10581.9130620323,197078.757153868,5
white,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,-31160.542731842,261854.509657774,6
white,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,-21080.3256863505,195527.366440086,7
white,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,-5478.01490009501,208957.380433136,5
white,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,-36423.713166908,202628.46966553,5
white,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,3107.99846373784,187239.023322726,5
white,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,12350.5601963018,201554.700455563,6
white,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,-40010.0641805448,214561.41789738,6
white,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,-24865.9313641833,232575.963466333,7
white,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,-49838.8197089534,224737.527834549,5
white,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,-35908.083361006,234351.795897679,6
white,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,-48141.290141133,233112.387213307,6
white,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,-30558.1293951424,234154.65369632,6
white,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,-30834.2137442327,197357.392237407,7
white,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,-5468.72398124517,208506.585250514,5
white,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8942.28961167923,197156.637205446,8
white,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,-20940.5683170969,189195.226952851,7
white,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,-18290.6831370815,268120.058407762,6
white,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,-50210.0695012058,224601.426570071,7
white,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,-27495.6818343385,237566.551185647,7
white,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,-36773.3196546309,237916.412085225,7
white,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,-24908.866931355,236494.693806814,6
white,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,-23356.8159764842,221783.166887951,6
white,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,-38187.5388212968,231905.502567116,6
white,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,-36678.6830375414,233355.297549884,6
white,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,10865.4818001893,194000.950906954,4
white,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,-28354.0183473152,194311.036210579,4
white,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,-14732.6950385405,239012.110337867,6
white,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,-16952.4542317817,205692.548167712,6
white,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,-13223.3676348395,203554.554783935,7
white,7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,-28615.226995119,263010.914100975,6
white,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,-40888.0102144404,217151.998199737,5
white,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,-39539.2310625366,230182.537330027,6
white,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,-21212.1865386726,262450.380818081,5
white,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,15708.8745074904,204190.777091273,6
white,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,-19378.0467328409,200326.125048417,6
white,8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,-24017.6320921481,202091.110878668,5
white,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,-5700.62875616124,209509.970845775,7
white,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,-21858.9563594847,267047.191253825,8
white,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,19911.4871717231,205670.780148894,5
white,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,-43184.5397956404,211399.623185911,6
white,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,-40412.2328640876,230390.339600957,6
white,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,-23195.460764991,235283.102014687,6
white,6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,-11854.9463411513,189936.698430126,6
white,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,-18075.1162986384,214509.273467668,5
white,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,3152.33384871663,187180.737514373,5
white,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,-49670.5060122217,221579.94360614,6
white,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,-25083.2865781821,251023.464668231,6
white,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,-35547.2528236552,210311.272902363,6
white,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,-31752.2939711843,196047.403936112,5
white,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,-13589.9625554819,265105.103444896,6
white,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,11430.6257526592,197034.872598534,5
white,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,-34009.621981474,264375.534572533,6
white,7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,-11482.1523550285,270925.381198314,6
white,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,-44309.4819215989,226774.043813201,6
white,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,-34139.2335834015,235390.346715,5
white,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,-27130.6170338596,191090.982087093,6
white,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,-22783.6108304198,195221.435463256,7
white,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,-21563.1390765083,213721.9788825,6
white,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,-35921.6910760325,206714.291036663,6
white,5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,-30403.7091508478,267242.650842498,6
white,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,-10767.2028794077,268697.877533754,5
white,8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,-9638.87861720476,271049.565879334,5
white,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,18673.9276982085,203795.367751593,6
white,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,-32210.9367204188,261963.864284524,7
white,7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,-10268.5949514299,215024.940334353,8
white,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,-41388.6938532257,210452.347968525,6
white,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,-34741.1895950944,193585.090935073,6
white,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,12262.0875713957,197133.514404277,8
white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,-32825.488696437,264460.868497704,5
white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,9262.0961610949,193235.212865023,5
white,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,-21603.1555390821,219926.555956507,6
white,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,-25936.3670044241,235403.380693946,6
white,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,-34673.2940761884,208322.833510834,5
white,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,-31777.5648578768,266912.910672287,6
white,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,-21076.7546109316,216717.266261405,6
white,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,-34137.3937624927,211320.769513722,8
white,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,-43663.5736072545,231165.985881804,8
white,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,-36521.2566595671,193789.947597401,7
white,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,-7564.2303322909,196223.478156873,7
white,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,-31354.9235379169,190382.193954225,8
white,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,-21304.7180429078,263983.538708837,4
white,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,-38591.7760072151,236191.461620771,7
white,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,-24480.6470779686,246417.104424002,7
white,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,-40616.1508239089,221130.669173263,6
white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,9291.05065233631,193316.30844464,5
white,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,-25231.4087273668,233208.703354477,5
white,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,-24195.0188014057,216298.91182171,5
white,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6869.56804689562,187397.529763514,6
white,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,-13959.2993333701,192129.232492163,6
white,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,-31782.0362481148,261983.853262258,8
white,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,-18765.8072021764,267992.045914738,7
white,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,5624.13330289635,187532.30195051,6
white,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,-25264.0224047333,237119.861760922,7
white,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,-30120.5207724524,267505.891157726,7
white,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,-21665.158856885,189557.924103521,4
white,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,12078.0058685964,196717.077804708,5
white,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,-9174.50198807163,271768.46797482,7
white,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,-17192.9468291092,221086.295805438,6
white,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,-43283.9124721346,217623.532558648,5
white,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,-23525.776812239,266817.293939202,6
white,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,-13923.8237025836,199593.158148225,5
white,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,-47966.5437586751,223123.663030281,6
white,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7878.84391910036,201272.359004285,7
white,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,-22346.1182904499,235915.571224699,6
white,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,-15827.6272136352,268070.754243256,6
white,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,-11788.7849352677,199434.093857459,7
white,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,-21662.9357421136,214077.87901477,7
white,6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,-30381.833646692,262369.973363151,6
white,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,-28836.9752049216,233085.166441108,6
white,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,-42489.2710810984,234428.574622417,7
white,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,-24998.0641562341,188722.786581715,6
white,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,-33140.9682322624,263005.971100316,7
white,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,9036.75828024848,185041.937418752,7
white,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,-42771.620269619,219050.188723428,6
white,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,-53741.259050406,221610.171667549,6
white,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,-12490.7385041791,207518.373093993,6
white,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,-32496.2318874998,187641.970117858,5
white,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,-21664.8173779214,222714.665668385,7
white,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,-857.216004657246,212010.952420804,6
white,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,-36566.4867621847,202952.600837416,7
white,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,-19580.3076937819,264146.0806865,6
white,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,-13129.5772460011,207656.65668752,6
white,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,9818.6394443815,185485.325647201,6
white,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,-40383.2296327839,210255.18253795,6
white,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,-11675.04091942,270566.123749786,6
white,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,20362.4396084362,205013.349101079,7
white,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,-41604.3759748368,260756.836200094,7
white,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,-16911.3349892685,203701.023572914,7
white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,-19370.2787608337,200387.400697016,7
white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,-31399.4741860407,235683.60660461,7
white,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,-2141.95021764463,196486.287841022,6
white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,-35326.0034976112,222435.504966532,7
white,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,-28240.8901565177,210386.576545124,6
white,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,-10754.3476483744,270270.819478922,8
white,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,-40232.7504917248,210320.198912157,8
white,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,15572.1606966278,196645.308151187,5
white,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,10046.1828285594,207887.060298835,4
white,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,11300.9657300207,193626.226283655,8
white,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,-15544.0394101397,263440.3080705,6
white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,-39284.8112314029,221444.930658952,7
white,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,-17157.594558683,221147.34708791,6
white,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,-7266.52906319449,206226.70633455,6
white,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,-10065.0543246867,271601.943612125,6
white,6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,-28443.7796954594,197912.047021983,8
white,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,9959.93766226907,202977.425209278,6
white,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,-36711.7992076609,226261.822765713,6
white,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,-13313.7249862394,229594.959152369,5
white,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,-20946.4975972237,214207.670135301,6
white,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,-40911.2877249728,235849.781212306,3
white,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,20984.4415402865,205150.388736706,5
white,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,-1555.65847118128,196959.536361621,7
white,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,-36468.661654703,193756.293605833,4
white,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,-29564.1447012491,236852.262997121,6
white,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,-35411.7614163526,193797.370734293,5
white,9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,-36522.6868023507,264530.205735549,4
white,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,-43710.0132860976,253833.69629738,6
white,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,-24579.6939002681,235742.389219699,6
white,7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,-20480.4844340952,223883.783587352,6
white,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,10202.1535446907,203634.858069934,5
white,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,-31907.4412845087,234428.058350657,7
white,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,-18726.1123244206,201433.020195702,5
white,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,-42049.868126325,215010.961733272,4
white,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,-50396.4025623135,210162.446895361,5
white,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,-31026.8146685702,193661.166873742,7
white,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,-44779.6996013566,225895.329972664,6
white,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,-21280.5646178776,262322.897822205,5
white,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,-13528.3191445471,208519.810405152,5
white,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,-19862.1112267447,190545.416141007,5
white,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,-4777.42751685454,195176.473947357,7
white,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,-28314.1788772899,210432.046948815,5
white,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,-13608.2826142375,221232.445941223,5
white,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,-22786.5004589395,244857.557081853,5
white,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,-25847.0502229674,202416.137617029,5
white,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,-25062.5818293484,192222.72988613,5
white,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,11376.3699679084,204211.397734828,6
white,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,-12644.5270510407,271209.895430027,6
white,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,-23268.9347990151,235251.154820125,6
white,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,-20355.0530334213,198901.02262702,6
white,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,-6751.048793867,205362.202442231,6
white,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,-13970.6203206155,209347.795605915,6
white,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,-29958.3094450574,214405.536557585,6
white,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,8980.28870342131,199613.202847503,6
white,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,-19724.7819206071,204171.2437483,5
white,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,-35814.2019178822,221787.937252949,6
white,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,-36867.4847190321,225078.481013019,7
white,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,9010.87857659725,188081.684542099,5
white,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,-25274.0594209877,248063.891656203,5
white,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,-34096.5372718192,207096.917482076,6
white,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,11477.0702106028,197126.840594855,6
white,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,13959.9355909814,201014.289761492,6
white,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,-7787.71048974321,273179.271057161,6
white,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,-32751.4405984592,264625.071717835,6
white,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,-39274.0889334904,230493.127619808,6
white,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,-32418.4200086737,235980.97243423,6
white,8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,-10720.1539550794,269258.408207532,6
white,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,-29412.7312564727,263498.290545994,8
white,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,-24710.9083561916,247016.000149705,5
white,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,-32193.1679223705,236471.324998768,6
white,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,-42808.3181530933,219006.870817595,7
white,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,-38706.0325840968,197464.627520707,5
white,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,-5266.0931466814,274715.965002206,5
white,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,-16710.6710498662,267718.627925012,7
white,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,-35373.7806270511,219600.463165607,6
white,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,-22584.2503791569,192889.504846599,5
white,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,-25813.4027392521,206095.480595726,6
white,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,-23549.6257129677,213652.923184676,4
white,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,-23902.2016410822,266276.620404641,6
white,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,-15659.7842205668,198936.932491715,5
white,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,-18596.9882335295,261392.867487469,6
white,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,7117.76974315929,188086.60420118,6
white,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,-23540.2893230267,266091.394318677,6
white,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,-33099.3823038777,228788.149553663,6
white,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,-35534.5746275748,208205.620594365,6
white,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,-40225.4499414888,201437.350152442,6
white,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,11210.0496359197,196427.925433359,4
white,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,-17752.1112538732,261661.108144391,3
white,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,-22082.2299132553,267423.189052942,6
white,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,-26517.5884559095,213468.496345489,6
white,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,-11270.8603652314,268462.907453755,6
white,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,-28368.6961805823,237497.529991413,6
white,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,-27074.2625797982,217149.140783273,5
white,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,12282.5824333485,194633.887686875,6
