retail client,article code,promotion type,week,year
Poiesz,885935,week,3,2019
Poiesz,808660,week,3,2019
Smeding,808385,regular,3,2019
Jumbo,819583,regular,3,2019
Jumbo,894376,seasonal,3,2019
Jumbo,888655,seasonal,3,2019
Jumbo,885802,seasonal,3,2019
Jumbo,806540,regular,3,2019
Plus,841044,week,4,2019
Plus,894922,week,4,2019
Plus,889456,week,4,2019
Detailresult,895923,week,4,2019
Jan Linders,841045,week,4,2019
Jan Linders,893878,week,4,2019
Vomar,874991,week,4,2019
Vomar,882949,week,4,2019
Poiesz,808720,week,4,2019
Boon,893469,week,4,2019
Jumbo,805924,regular,4,2019
Jumbo,885178,regular,4,2019
Jumbo,897362,regular,4,2019
Jumbo,880890,regular,4,2019
Jumbo,894376,seasonal,4,2019
Jumbo,888655,seasonal,4,2019
Jumbo,885802,seasonal,4,2019
Jumbo,883883,regular,4,2019
Jumbo,886970,regular,4,2019
Jumbo,882671,regular,4,2019
Jumbo,884952,regular,4,2019
Jumbo,882669,regular,4,2019
Jumbo,882668,regular,4,2019
Jumbo,882670,regular,4,2019
Jumbo,893027,regular,4,2019
Jumbo,895253,regular,4,2019
Jumbo,894169,regular,4,2019
Jumbo,886592,regular,4,2019
Jumbo,882666,regular,4,2019
Jumbo,882665,regular,4,2019
Jumbo,882663,regular,4,2019
Jumbo,882664,regular,4,2019
Jumbo,895254,regular,4,2019
Hoogvliet,841043,regular,5,2019
Hoogvliet,808719,regular,5,2019
Detailresult,887930,week,5,2019
Detailresult,888164,week,5,2019
Detailresult,841656,week,5,2019
Detailresult,841043,week,5,2019
Detailresult,808702,week,5,2019
Detailresult,897198,week,5,2019
Detailresult,895923,week,5,2019
Plus,893879,week,5,2019
Plus,891918,week,5,2019
Plus,886770,week,5,2019
Poiesz,887649,week,5,2019
Poiesz,897570,week,5,2019
Poiesz,871064,week,5,2019
Poiesz,231643,week,5,2019
Jumbo,,regular,5,2019
Jumbo,839883,seasonal,5,2019
Jumbo,863606,seasonal,5,2019
Jumbo,842976,seasonal,5,2019
Jumbo,842940,seasonal,5,2019
Jumbo,884946,seasonal,5,2019
Jumbo,805952,seasonal,5,2019
Jumbo,894301,seasonal,5,2019
Jumbo,886484,seasonal,5,2019
Plus,894390,week,6,2019
Plus,894390,week,6,2019
Plus,801526,week,6,2019
Plus,883853,week,6,2019
Plus,895923,week,6,2019
Detailresult,891565,week,6,2019
Detailresult,892901,week,6,2019
Detailresult,896648,week,6,2019
Detailresult,887365,week,6,2019
Hoogvliet,892975,regular,6,2019
Smeding,808720,week,6,2019
Poiesz,882071,week,6,2019
Boni,893878,regular,6,2019
Jumbo,886773,regular,6,2019
Jumbo,838073,regular,6,2019
Jumbo,,regular,6,2019
Jumbo,881235,regular,6,2019
Jumbo,842125,regular,6,2019
Jumbo,839883,seasonal,6,2019
Jumbo,897781,seasonal,6,2019
Jumbo,842976,seasonal,6,2019
Jumbo,842940,seasonal,6,2019
Jumbo,884946,seasonal,6,2019
Jumbo,805952,seasonal,6,2019
Jumbo,894301,seasonal,6,2019
Jumbo,886484,seasonal,6,2019
Jumbo,886970,regular,6,2019
Jumbo,882671,regular,6,2019
Jumbo,884952,regular,6,2019
Jumbo,882669,regular,6,2019
Jumbo,882668,regular,6,2019
Jumbo,882670,regular,6,2019
Jumbo,893027,regular,6,2019
Jumbo,895253,regular,6,2019
Jumbo,894169,regular,6,2019
Jumbo,886592,regular,6,2019
Jumbo,882666,regular,6,2019
Jumbo,882665,regular,6,2019
Jumbo,882663,regular,6,2019
Jumbo,882664,regular,6,2019
Jumbo,895254,regular,6,2019
Plus,885326,weekend,7,2019
Plus,886739,week,7,2019
Plus,886741,week,7,2019
Plus,886740,week,7,2019
Plus,886738,week,7,2019
Plus,892633,week,7,2019
Plus,892634,week,7,2019
Plus,897247,week,7,2019
Plus,886157,week,7,2019
Plus,886158,week,7,2019
Plus,886161,week,7,2019
Plus,886160,week,7,2019
Plus,886159,week,7,2019
Plus,897245,week,7,2019
Plus,897246,week,7,2019
Detailresult,895923,week,7,2019
Detailresult,841656,week,7,2019
Smeding,880683,week,7,2019
Jan Linders,893878,week,7,2019
Deen,897871/885326,week,7,2019
Jumbo,883833,regular,7,2019
Jumbo,898085,regular,7,2019
Jumbo,874991,regular,7,2019
Jumbo,839883,seasonal,7,2019
Jumbo,863606,seasonal,7,2019
Jumbo,842976,seasonal,7,2019
Jumbo,842940,seasonal,7,2019
Jumbo,884946,seasonal,7,2019
Jumbo,805952,seasonal,7,2019
Jumbo,894301,seasonal,7,2019
Jumbo,886484,seasonal,7,2019
Detailresult,874991,week,8,2019
Detailresult,897198,week,8,2019
Detailresult,841656,regular,8,2019
Detailresult,893019,week,8,2019
Detailresult,816927,week,8,2019
Plus,893879,week,8,2019
Plus,805721,week,8,2019
Plus,888111,week,8,2019
Vomar,259668,week,8,2019
Vomar,876346,week,8,2019
Poiesz,897570,week,8,2019
Poiesz,883718,week,8,2019
Poiesz,812742,week,8,2019
Poiesz,887649,week,8,2019
Jumbo,819583,regular,8,2019
Jumbo,886710,regular,8,2019
Jumbo,839883,seasonal,8,2019
Jumbo,863606,seasonal,8,2019
Jumbo,842976,seasonal,8,2019
Jumbo,842940,seasonal,8,2019
Jumbo,884946,seasonal,8,2019
Jumbo,803337,seasonal,8,2019
Jumbo,897883,seasonal,8,2019
Jumbo,886484,seasonal,8,2019
Jumbo,886970,regular,8,2019
Jumbo,882671,regular,8,2019
Jumbo,884952,regular,8,2019
Jumbo,882669,regular,8,2019
Jumbo,882668,regular,8,2019
Jumbo,882670,regular,8,2019
Jumbo,893027,regular,8,2019
Jumbo,895253,regular,8,2019
Jumbo,894169,regular,8,2019
Jumbo,886592,regular,8,2019
Jumbo,882666,regular,8,2019
Jumbo,882665,regular,8,2019
Jumbo,882663,regular,8,2019
Jumbo,882664,regular,8,2019
Jumbo,895254,regular,8,2019
Jumbo,880440,regular,8,2019
Detailresult,895923,week,9,2019
Detailresult,874991,week,9,2019
Detailresult,898079,week,9,2019
Detailresult,877396,week,9,2019
Plus,804912,week,9,2019
Plus,885326,weekend,9,2019
Plus,894987,week,9,2019
Plus,894921,week,9,2019
Jan Linders,893878,week,9,2019
Hoogvliet,808719,regular,9,2019
Boni,808719,regular,9,2019
Deen,259668,regular,9,2019
Jumbo,885178,regular,9,2019
Jumbo,886699,seasonal,9,2019
Jumbo,883833,seasonal,9,2019
Jumbo,897883,seasonal,9,2019
Jumbo,894288,seasonal,9,2019
Jumbo,885802,seasonal,9,2019
Jumbo,886710,regular,9,2019
Plus,895923,week,10,2019
Plus,808719,week,10,2019
Plus,889456,week,10,2019
Plus,897570,regular,10,2019
Detailresult,895923,week,10,2019
Detailresult,897198,week,10,2019
Detailresult,811366,week,10,2019
Detailresult,897853,week,10,2019
Detailresult,893019,week,10,2019
Poiesz,808456,week,10,2019
Poiesz,808720,week,10,2019
Vomar,808720,week,10,2019
Jumbo,886710,regular,10,2019
Jumbo,874991,regular,10,2019
Jumbo,886699,seasonal,10,2019
Jumbo,883833,seasonal,10,2019
Jumbo,897883,seasonal,10,2019
Jumbo,894288,seasonal,10,2019
Jumbo,885802,seasonal,10,2019
Jumbo,880441,regular,10,2019
Plus,885326,week,11,2019
Plus,822188,week,11,2019
Plus,887881,week,11,2019
Plus,894987,week,11,2019
Detailresult,874991,week,11,2019
Detailresult,841656,week,11,2019
Detailresult,877396,week,11,2019
Detailresult,892901,week,11,2019
Detailresult,806278,week,11,2019
Detailresult,898079,week,11,2019
Vomar,812714,week,11,2019
Vomar,808720,week,11,2019
Hoogvliet,872479,regular,11,2019
Poiesz,898352,week,11,2019
Poiesz,883718,week,11,2019
Poiesz,880683,week,11,2019
Jumbo,886710,regular,11,2019
Jumbo,876249,regular,11,2019
Jumbo,886699,seasonal,11,2019
Jumbo,883833,seasonal,11,2019
Jumbo,897883,seasonal,11,2019
Jumbo,894288,seasonal,11,2019
Jumbo,885802,seasonal,11,2019
Jumbo,,regular,11,2019
Jumbo,886970,regular,11,2019
Jumbo,882671,regular,11,2019
Jumbo,884952,regular,11,2019
Jumbo,882669,regular,11,2019
Jumbo,882668,regular,11,2019
Jumbo,882670,regular,11,2019
Jumbo,893027,regular,11,2019
Jumbo,895253,regular,11,2019
Jumbo,894169,regular,11,2019
Jumbo,886592,regular,11,2019
Jumbo,882666,regular,11,2019
Jumbo,882665,regular,11,2019
Jumbo,882663,regular,11,2019
Jumbo,882664,regular,11,2019
Jumbo,895254,regular,11,2019
Detailresult,895923,week,12,2019
Detailresult,841656,week,12,2019
Detailresult,899561,week,12,2019
Plus,886739,week,12,2019
Plus,886741,week,12,2019
Plus,886740,week,12,2019
Plus,886738,week,12,2019
Plus,892633,week,12,2019
Plus,892634,week,12,2019
Plus,897247,week,12,2019
Plus,886157,week,12,2019
Plus,886158,week,12,2019
Plus,886161,week,12,2019
Plus,886160,week,12,2019
Plus,886159,week,12,2019
Plus,897245,week,12,2019
Plus,897246,week,12,2019
Plus,883853,week,12,2019
Plus,894655,weekend,12,2019
Vomar,805981,week,12,2019
Boni,872479,regular,12,2019
Boni,808719,regular,12,2019
Poiesz,898072,week,12,2019
Poiesz,887649,week,12,2019
Poiesz,808563,week,12,2019
Poiesz,881477,week,12,2019
Boon,808484,week,12,2019
Jumbo,842976,regular,12,2019
Jumbo,863606,regular,12,2019
Jumbo,842940,regular,12,2019
Jumbo,884946,regular,12,2019
Jumbo,886699,seasonal,12,2019
Jumbo,883833,seasonal,12,2019
Jumbo,897883,seasonal,12,2019
Jumbo,894288,seasonal,12,2019
Jumbo,885802,seasonal,12,2019
Jumbo,886710,regular,12,2019
Jumbo,899855,regular,12,2019
Detailresult,877396,week,13,2019
Detailresult,808719,week,13,2019
Detailresult,891565,week,13,2019
Detailresult,892901,week,13,2019
Detailresult,896648,week,13,2019
Detailresult,897198,week,13,2019
Detailresult,874991,week,13,2019
Detailresult,811366,week,13,2019
Plus,841927,week,13,2019
Plus,802315,week,13,2019
Plus,884932,week,13,2019
Plus,900511,week,13,2019
Plus,899595,regular,13,2019
Poiesz,812742,week,13,2019
Poiesz,898352,regular,13,2019
Deen,895923,regular,13,2019
Jumbo,886710,regular,13,2019
Jumbo,843013,regular,13,2019
Jumbo,,regular,13,2019
Jumbo,874991,seasonal,13,2019
Jumbo,811498,seasonal,13,2019
Jumbo,885802,seasonal,13,2019
Jumbo,897883,seasonal,13,2019
Jumbo,894288,seasonal,13,2019
Jumbo,880890,seasonal,13,2019
Jumbo,880440,seasonal,13,2019
Plus,872928,week,14,2019
Plus,894922,week,14,2019
Plus,885326,week,14,2019
Plus,236005,weekend,14,2019
Detailresult,817738,week,14,2019
Detailresult,895923,week,14,2019
Detailresult,898079,week,14,2019
Detailresult,882104,week,14,2019
Detailresult,812551,week,14,2019
Detailresult,897853,week,14,2019
Detailresult,887436,week,14,2019
Smeding,808481,week,14,2019
Smeding,893469,regular,14,2019
Poiesz,898072,week,14,2019
Jan Linders,808481,week,14,2019
Hoogvliet,872459,regular,14,2019
Hoogvliet,900949,regular,14,2019
Hoogvliet,900950,regular,14,2019
Hoogvliet,901264,regular,14,2019
Hoogvliet,901265,regular,14,2019
Jumbo,886710,regular,14,2019
Jumbo,843013,regular,14,2019
Jumbo,899855,regular,14,2019
Jumbo,,regular,14,2019
Jumbo,874991,seasonal,14,2019
Jumbo,811498,seasonal,14,2019
Jumbo,886484,seasonal,14,2019
Jumbo,897883,seasonal,14,2019
Jumbo,894288,seasonal,14,2019
Jumbo,880890,seasonal,14,2019
Jumbo,880440,seasonal,14,2019
Plus,883845,weekend,15,2019
Plus,886333,weekend,15,2019
Plus,886771,weekend,15,2019
Plus,887881,week,15,2019
Plus,884932,week,15,2019
Plus,898561,week,15,2019
Detailresult,811366,regular,15,2019
Detailresult,877396,week,15,2019
Poiesz,262277,week,15,2019
Poiesz,808720,week,15,2019
Poiesz,880683,week,15,2019
Hoogvliet,900949,regular,15,2019
Hoogvliet,900950,regular,15,2019
Hoogvliet,901264,regular,15,2019
Hoogvliet,901265,regular,15,2019
Hoogvliet,872479,regular,15,2019
Vomar,808719,week,15,2019
Vomar,896942,regular,15,2019
Vomar,,week,15,2019
Boni,808719,regular,15,2019
Jumbo,843013,regular,15,2019
Jumbo,886710,regular,15,2019
Jumbo,884867,regular,15,2019
Jumbo,874991,seasonal,15,2019
Jumbo,811498,seasonal,15,2019
Jumbo,897883,seasonal,15,2019
Jumbo,894288,seasonal,15,2019
Jumbo,880890,seasonal,15,2019
Jumbo,880440,seasonal,15,2019
Jumbo,882671,regular,15,2019
Jumbo,884952,regular,15,2019
Jumbo,882669,regular,15,2019
Jumbo,882668,regular,15,2019
Jumbo,882670,regular,15,2019
Jumbo,893027,regular,15,2019
Jumbo,894169,regular,15,2019
Jumbo,886592,regular,15,2019
Jumbo,882665,regular,15,2019
Jumbo,882663,regular,15,2019
Jumbo,882664,regular,15,2019
Jumbo,895254,regular,15,2019
Jumbo,901057,regular,15,2019
Jumbo,901056,regular,15,2019
Jumbo,901058,regular,15,2019
Plus,808719,week,16,2019
Plus,901260,week,16,2019
Plus,901262,week,16,2019
Plus,886741,week,16,2019
Plus,886739,week,16,2019
Plus,892633,week,16,2019
Plus,892634,week,16,2019
Plus,901263,week,16,2019
Plus,893548,weekend,16,2019
Detailresult,899561,week,16,2019
Detailresult,812551,week,16,2019
Detailresult,811366,week,16,2019
Detailresult,901874,week,16,2019
Detailresult,811309,regular,16,2019
Detailresult,806278,week,16,2019
Boni,877047,regular,16,2019
Poiesz,236005,week,16,2019
Poiesz,898072,week,16,2019
Jan Linders,808481,week,16,2019
Hoogvliet,900949,regular,16,2019
Hoogvliet,900950,regular,16,2019
Hoogvliet,901264,regular,16,2019
Hoogvliet,901265,regular,16,2019
Jumbo,885431,regular,16,2019
Jumbo,843013,regular,16,2019
Jumbo,,regular,16,2019
Jumbo,886710,regular,16,2019
Jumbo,874991,seasonal,16,2019
Jumbo,811498,seasonal,16,2019
Jumbo,885802,seasonal,16,2019
Jumbo,897883,seasonal,16,2019
Jumbo,894288,seasonal,16,2019
Jumbo,880890,seasonal,16,2019
Jumbo,880440,seasonal,16,2019
Deen,213743,regular,17,2019
Detailresult,901172,regular,17,2019
Detailresult,901266,week,17,2019
Detailresult,819962,week,17,2019
Detailresult,876019,week,17,2019
Detailresult,811309,week,17,2019
Detailresult,895923,week,17,2019
Detailresult,897853,week,17,2019
Vomar,812714,week,17,2019
Plus,874421,week,17,2019
Plus,899595,weekend,17,2019
Boon,253259,week,17,2019
Poiesz,883718,week,17,2019
Poiesz,801275,week,17,2019
Jumbo,876172,regular,17,2019
Jumbo,884867,regular,17,2019
Jumbo,842868,seasonal,17,2019
Jumbo,843013,seasonal,17,2019
Jumbo,882407,seasonal,17,2019
Jumbo,883883,seasonal,17,2019
Jumbo,894323,seasonal,17,2019
Jumbo,894378,seasonal,17,2019
Jumbo,886699,seasonal,17,2019
Vomar,897894,regular,17,2019
Detailresult,812551,week,18,2019
Detailresult,892901/891538,regular,18,2019
Detailresult,896648,regular,18,2019
Detailresult,891565,regular,18,2019
Detailresult,887746,regular,18,2019
Detailresult,236005,week,18,2019
Detailresult,901172,regular,18,2019
Detailresult,901878,week,18,2019
Detailresult,805736,week,18,2019
Plus,236005,regular,18,2019
Plus,877395,week,18,2019
Plus,872928,week,18,2019
Plus,898561,week,18,2019
Boni,872479,regular,18,2019
Deen,900838,week,18,2019
Poiesz,898072,week,18,2019
Poiesz,901634,week,18,2019
Jumbo,900837,regular,18,2019
Jumbo,842868,seasonal,18,2019
Jumbo,842940,regular,18,2019
Jumbo,876172,regular,18,2019
Jumbo,843013,seasonal,18,2019
Jumbo,882407,seasonal,18,2019
Jumbo,883883,seasonal,18,2019
Jumbo,894323,seasonal,18,2019
Jumbo,894378,seasonal,18,2019
Jumbo,886699,seasonal,18,2019
Jumbo,818515,regular,18,2019
Detailresult,887436,week,19,2019
Detailresult,899561,week,19,2019
Detailresult,901172,week,19,2019
Detailresult,891565,week,19,2019
Detailresult,891538,week,19,2019
Detailresult,887746,week,19,2019
Detailresult,896648,week,19,2019
Plus,893548,week,19,2019
Plus,900104,week,19,2019
Plus,895923,week,19,2019
Vomar,253259,week,19,2019
Vomar,895932,week,19,2019
Boon,262004,regular,19,2019
Poiesz,902164,regular,19,2019
Poiesz,236005,week,19,2019
Poiesz,811369,week,19,2019
Boni,881005,regular,19,2019
Boni,215669,regular,19,2019
Boni,810566,regular,19,2019
Jumbo,842868,regular,19,2019
Jumbo,842158,regular,19,2019
Jumbo,876172,regular,19,2019
Jumbo,805689,regular,19,2019
Jumbo,899898,seasonal,19,2019
Jumbo,882407,seasonal,19,2019
Jumbo,883883,seasonal,19,2019
Jumbo,894323,seasonal,19,2019
Jumbo,894378,seasonal,19,2019
Jumbo,886699,seasonal,19,2019
Jumbo,842940,regular,19,2019
Detailresult,887316,week,20,2019
Detailresult,887915,week,20,2019
Detailresult,897198,week,20,2019
Detailresult,902157,week,20,2019
Detailresult,897853,week,20,2019
Plus,883845,week,20,2019
Plus,236005,week,20,2019
Plus,874421,week,20,2019
Plus,872928,week,20,2019
Plus,894390,week,20,2019
Plus,901654,week,20,2019
Plus,801987,week,20,2019
Plus,888082,week,20,2019
Hoogvliet,814311,regular,20,2019
Vomar,814312,week,20,2019
Vomar,899804,regular,20,2019
Deen,814313,week,20,2019
Boni,877047,regular,20,2019
Poiesz,902164,week,20,2019
Poiesz,808557,week,20,2019
Smeding,814311,week,20,2019
Jumbo,877081,regular,20,2019
Jumbo,814313,regular,20,2019
Jumbo,842868,regular,20,2019
Jumbo,899898,seasonal,20,2019
Jumbo,882407,seasonal,20,2019
Jumbo,883883,seasonal,20,2019
Jumbo,894323,seasonal,20,2019
Jumbo,894378,seasonal,20,2019
Jumbo,886699,seasonal,20,2019
Detailresult,901172,week,21,2019
Detailresult,901878,week,21,2019
Detailresult,814313,week,21,2019
Detailresult,895923,week,21,2019
Detailresult,887316,week,21,2019
Detailresult,897198,regular,21,2019
Detailresult,902205,week,21,2019
Detailresult,899561,week,21,2019
Plus,893548,week,21,2019
Plus,814311,week,21,2019
Plus,885834,week,21,2019
Plus,877395,week,21,2019
Plus,901883,week,21,2019
Poiesz,814311,week,21,2019
Poiesz,820711,week,21,2019
Jumbo,876401,regular,21,2019
Jumbo,883883,regular,21,2019
Jumbo,842940,regular,21,2019
Jumbo,901879,seasonal,21,2019
Jumbo,805689,seasonal,21,2019
Jumbo,884867,seasonal,21,2019
Jumbo,894378,seasonal,21,2019
Jumbo,890274,seasonal,21,2019
Jumbo,888490,seasonal,21,2019
Jumbo,882407,seasonal,21,2019
Jumbo,811328,seasonal,21,2019
Jumbo,ES/HN,seasonal,21,2019
Jumbo,874311,regular,21,2019
Jumbo,901061,regular,21,2019
Jumbo,901062,regular,21,2019
Jumbo,900964,regular,21,2019
Jumbo,900967,regular,21,2019
Jumbo,901060,regular,21,2019
Jumbo,900962,regular,21,2019
Jumbo,900975,regular,21,2019
Jumbo,900963,regular,21,2019
Jumbo,900961,regular,21,2019
Jumbo,900969,regular,21,2019
Jumbo,900968,regular,21,2019
Jumbo,900958,regular,21,2019
Jumbo,900959,regular,21,2019
Jumbo,900957,regular,21,2019
Jumbo,900977,regular,21,2019
Detailresult,901880,week,22,2019
Detailresult,891538,week,22,2019
Detailresult,902787,week,22,2019
Detailresult,902157,week,22,2019
Detailresult,819962,regular,22,2019
Detailresult,895923,regular,22,2019
Detailresult,897198,regular,22,2019
Detailresult,887436,week,22,2019
Detailresult,901266,week,22,2019
Plus,898075,week,22,2019
Plus,236005,week,22,2019
Plus,872928,week,22,2019
Plus,898195,week,22,2019
Plus,888111,week,22,2019
Plus,888082,week,22,2019
Plus,886160,week,22,2019
Plus,886159,week,22,2019
Plus,886157,week,22,2019
Plus,886158,week,22,2019
Plus,886161,week,22,2019
Plus,901261,week,22,2019
Plus,897245,week,22,2019
Plus,897246,week,22,2019
Deen,814313,week,22,2019
Smeding,843032,week,22,2019
Poiesz,902164,regular,22,2019
Poiesz,902164,week,22,2019
Poiesz,236005,week,22,2019
Poiesz,898072,week,22,2019
Boni,807775,regular,22,2019
Boni,807663,regular,22,2019
Boon,814310,week,22,2019
Hoogvliet,814311,regular,22,2019
Hoogvliet,807904,regular,22,2019
Vomar,899849,week,22,2019
Vomar,807903,week,22,2019
Jumbo,878847,regular,22,2019
Jumbo,819583,regular,22,2019
Jumbo,901879,seasonal,22,2019
Jumbo,805689,seasonal,22,2019
Jumbo,884867,seasonal,22,2019
Jumbo,894378,seasonal,22,2019
Jumbo,890274,seasonal,22,2019
Jumbo,888490,seasonal,22,2019
Jumbo,882407,seasonal,22,2019
Jumbo,811328,seasonal,22,2019
Jumbo,ES/HN,seasonal,22,2019
Jumbo,874311,regular,22,2019
Detailresult,236005,week,23,2019
Detailresult,805736,week,23,2019
Detailresult,902205,week,23,2019
Detailresult,902811,week,23,2019
Detailresult,811309,week,23,2019
Detailresult,901172,week,23,2019
Detailresult,899561,week,23,2019
Detailresult,819962,week,23,2019
Hoogvliet,,regular,23,2019
Plus,893548,week,23,2019
Plus,901172,week,23,2019
Plus,807903,week,23,2019
Plus,876379,week,23,2019
Plus,888585,week,23,2019
Plus,801987,week,23,2019
Deen,895923,regular,23,2019
Poiesz,808557,week,23,2019
Poiesz,873666,week,23,2019
Poiesz,900102,week,23,2019
Boon,253259,week,23,2019
Boni,877047,regular,23,2019
Vomar,895932,week,23,2019
Jumbo,,regular,23,2019
Jumbo,,regular,23,2019
Jumbo,,regular,23,2019
Jumbo,901879,seasonal,23,2019
Jumbo,805689,seasonal,23,2019
Jumbo,884867,seasonal,23,2019
Jumbo,894378,seasonal,23,2019
Jumbo,890274,seasonal,23,2019
Jumbo,888490,seasonal,23,2019
Jumbo,882407,seasonal,23,2019
Jumbo,811328,seasonal,23,2019
Jumbo,ES/HN,seasonal,23,2019
Jumbo,874311,regular,23,2019
Detailresult,887316,week,24,2019
Detailresult,902811,week,24,2019
Detailresult,891565,week,24,2019
Detailresult,891538,week,24,2019
Detailresult,896647,week,24,2019
Detailresult,900578,week,24,2019
Detailresult,888322,week,24,2019
Detailresult,895923,week,24,2019
Hoogvliet,813408,regular,24,2019
Poiesz,814311,week,24,2019
Poiesz,848035,week,24,2019
Poiesz,865732,week,24,2019
Poiesz,876358,week,24,2019
Poiesz,808456,week,24,2019
Poiesz,903104,week,24,2019
Poiesz,891605,week,24,2019
Poiesz,839898,week,24,2019
Vomar,231643,week,24,2019
Jan Linders,814311,week,24,2019
Deen,808406,week,24,2019
Deen,807905,week,24,2019
Plus,899849,week,24,2019
Plus,898075,week,24,2019
Plus,883845,weekend,24,2019
Plus,889005,weekend,24,2019
Plus,902890,weekend,24,2019
Plus,888295,weekend,24,2019
Plus,801505,week,24,2019
Smeding,807905,week,24,2019
Jumbo,885176,regular,24,2019
Jumbo,842868,regular,24,2019
Jumbo,900835,regular,24,2019
Jumbo,817963,regular,24,2019
Jumbo,901879,seasonal,24,2019
Jumbo,805689,seasonal,24,2019
Jumbo,884867,seasonal,24,2019
Jumbo,894378,seasonal,24,2019
Jumbo,890274,seasonal,24,2019
Jumbo,888490,seasonal,24,2019
Jumbo,882407,seasonal,24,2019
Jumbo,811328,seasonal,24,2019
Jumbo,ES/HN,seasonal,24,2019
Jumbo,874311,regular,24,2019
Detailresult,887915,week,25,2019
Detailresult,899777,week,25,2019
Detailresult,811309,week,25,2019
Detailresult,902205,week,25,2019
Detailresult,807886,week,25,2019
Detailresult,814313,week,25,2019
Detailresult,900578,week,25,2019
Detailresult,811366,week,25,2019
Poiesz,808557,week,25,2019
Poiesz,808456,week,25,2019
Deen,901172,regular,25,2019
Boon,896554,week,25,2019
Plus,893548,week,25,2019
Plus,900104,week,25,2019
Plus,901654,week,25,2019
Plus,253259,week,25,2019
Plus,801639,week,25,2019
Vomar,814312,week,25,2019
Jumbo,833380,regular,25,2019
Jumbo,264642,regular,25,2019
Jumbo,842976,seasonal,25,2019
Jumbo,842940,seasonal,25,2019
Jumbo,842973,seasonal,25,2019
Jumbo,897781,seasonal,25,2019
Jumbo,882408,seasonal,25,2019
Jumbo,876395,seasonal,25,2019
Jumbo,901067,seasonal,25,2019
Jumbo,901065,seasonal,25,2019
Jumbo,811498,seasonal,25,2019
Jumbo,902313,seasonal,25,2019
Jumbo,891432,seasonal,25,2019
Jumbo,874287,regular,25,2019
Detailresult,901878,week,26,2019
Detailresult,897198,week,26,2019
Detailresult,901172,week,26,2019
Detailresult,903537,regular,26,2019
Detailresult,811366,week,26,2019
Detailresult,822964,week,26,2019
Detailresult,819962,week,26,2019
Hoogvliet,814311,regular,26,2019
Hoogvliet,807904,regular,26,2019
Poiesz,811369,week,26,2019
Poiesz,814311,week,26,2019
Poiesz,,week,26,2019
Vomar,895932,week,26,2019
Vomar,896311,week,26,2019
Vomar,899849,week,26,2019
Vomar,822964,week,26,2019
Plus,262003,week,26,2019
Plus,898195,week,26,2019
Plus,902890,week,26,2019
Plus,903546,week,26,2019
Plus,885831,week,26,2019
Plus,877395,week,26,2019
Deen,808406,week,26,2019
Deen,814313,week,26,2019
Jumbo,814313,regular,26,2019
Jumbo,807906,regular,26,2019
Jumbo,231640,regular,26,2019
Jumbo,842976,seasonal,26,2019
Jumbo,842940,seasonal,26,2019
Jumbo,842973,seasonal,26,2019
Jumbo,897781,seasonal,26,2019
Jumbo,882408,seasonal,26,2019
Jumbo,876395,seasonal,26,2019
Jumbo,901067,seasonal,26,2019
Jumbo,901065,seasonal,26,2019
Jumbo,811498,seasonal,26,2019
Jumbo,902313,seasonal,26,2019
Jumbo,891432,seasonal,26,2019
Jumbo,874287,regular,26,2019
Detailresult,897853,week,27,2019
Detailresult,903149,week,27,2019
Detailresult,891538,week,27,2019
Detailresult,899561,week,27,2019
Detailresult,895923,week,27,2019
Detailresult,822964,week,27,2019
Deen,899778,regular,27,2019
Poiesz,902164,week,27,2019
Poiesz,823328,week,27,2019
Plus,900101,week,27,2019
Plus,889005,week,27,2019
Plus,902890,week,27,2019
Plus,883845,week,27,2019
Plus,888295,week,27,2019
Vomar,900126,regular,27,2019
Jumbo,891756,regular,27,2019
Jumbo,888997,regular,27,2019
Jumbo,878644,regular,27,2019
Jumbo,877299,regular,27,2019
Jumbo,902614,regular,27,2019
Jumbo,880200,regular,27,2019
Jumbo,902614,regular,27,2019
Jumbo,880890,regular,27,2019
Jumbo,842976,seasonal,27,2019
Jumbo,842940,seasonal,27,2019
Jumbo,842973,seasonal,27,2019
Jumbo,897781,seasonal,27,2019
Jumbo,882408,seasonal,27,2019
Jumbo,876395,seasonal,27,2019
Jumbo,901067,seasonal,27,2019
Jumbo,901065,seasonal,27,2019
Jumbo,811498,seasonal,27,2019
Jumbo,902313,seasonal,27,2019
Jumbo,891432,seasonal,27,2019
Jumbo,874287,regular,27,2019
Detailresult,899777,week,28,2019
Detailresult,814313,week,28,2019
Detailresult,807905,week,28,2019
Detailresult,898201,week,28,2019
Detailresult,897174,week,28,2019
Detailresult,811366,week,28,2019
Plus,886160,week,28,2019
Plus,886159,week,28,2019
Plus,886157,week,28,2019
Plus,886158,week,28,2019
Plus,886161,week,28,2019
Plus,897245,week,28,2019
Plus,897246,week,28,2019
Plus,886741,week,28,2019
Plus,886739,week,28,2019
Plus,901263,week,28,2019
Plus,897247,week,28,2019
Plus,898075,week,28,2019
Plus,807903,week,28,2019
Plus,889905,weekend,28,2019
Hoogvliet,900101,regular,28,2019
Vomar,899777,week,28,2019
Vomar,807904,week,28,2019
Poiesz,899777,week,28,2019
Poiesz,808557,week,28,2019
Poiesz,863672,week,28,2019
Poiesz,808456,week,28,2019
Jumbo,201117,regular,28,2019
Jumbo,903673,regular,28,2019
